latitud,longitud,timestamp,day,month,year,hour,minute,voltage_V_A,current_A_A,power_W_A,pf_A,freq_Hz_A,energy_Wh_A,voltage_V_B,current_A_B,power_W_B,pf_B,freq_Hz_B,energy_Wh_B,id_punto
25.650309,-100.278294,2026-04-30 14:09:00,30,4,2026,14,9,120.5,24.93,1991,0.66,58.87,1256,0,24.92,2063,0.66,58.87,1259,25.650309_-100.278294
25.650309,-100.278294,2026-04-30 14:45:00,30,4,2026,14,45,116.8,150.82,17470,0.98,58.87,1290,0,150.97,17502,0.99,58.87,1293,25.650309_-100.278294
25.650309,-100.278294,2026-04-30 15:41:00,30,4,2026,15,41,119.1,34.07,3202,0.78,58.84,1344,0,34.06,3205,0.78,58.84,1347,25.650309_-100.278294
25.650309,-100.278294,2026-04-30 16:36:00,30,4,2026,16,36,119.2,34.78,4036,0.97,58.85,1375,0,34.79,4044,0.97,58.85,1378,25.650309_-100.278294
25.650309,-100.278294,2026-04-30 17:33:00,30,4,2026,17,33,120.0,35.5,3411,0.79,58.81,1410,0,35.49,3419,0.8,58.81,1413,25.650309_-100.278294
25.650309,-100.278294,2026-04-30 19:24:00,30,4,2026,19,24,121.5,29.58,2679,0.74,58.84,1473,0,29.57,2687,0.74,58.84,1476,25.650309_-100.278294
25.650309,-100.278294,2026-04-30 23:04:00,30,4,2026,23,4,123.5,43.27,4356,0.81,58.84,1645,0,43.26,4367,0.81,58.84,1649,25.650309_-100.278294
25.650309,-100.278294,2026-05-01 01:33:00,1,5,2026,1,33,124.9,35.05,3630,0.82,58.87,1767,0,35.05,3639,0.83,58.87,1771,25.650309_-100.278294
25.650309,-100.278294,2026-05-01 03:19:00,1,5,2026,3,19,126.0,23.78,1943,0.64,58.85,1804,0,23.77,1949,0.65,58.85,1809,25.650309_-100.278294
25.650309,-100.278294,2026-05-01 04:48:00,1,5,2026,4,48,126.7,21.59,1821,0.66,58.82,1832,0,21.57,1827,0.66,58.82,1836,25.650309_-100.278294
25.650309,-100.278294,2026-05-01 05:46:00,1,5,2026,5,46,126.7,22.46,1852,0.64,58.82,1847,0,22.44,1860,0.65,58.82,1851,25.650309_-100.278294
25.650309,-100.278294,2026-05-01 06:44:00,1,5,2026,6,44,126.6,23.22,1890,0.64,58.84,1866,0,23.19,1895,0.64,58.84,1871,25.650309_-100.278294
25.650309,-100.278294,2026-05-01 08:08:00,1,5,2026,8,8,126.2,23.59,2112,0.7,58.82,1893,0,23.83,2119,0.7,58.82,1898,25.650309_-100.278294
25.650309,-100.278294,2026-05-01 09:14:00,1,5,2026,9,14,127.0,21.76,1998,0.72,58.84,1914,0,21.74,2002,0.72,58.84,1919,25.650309_-100.278294
25.650309,-100.278294,2026-05-01 10:12:00,1,5,2026,10,12,126.9,20.87,1933,0.72,58.85,1936,0,20.84,1935,0.72,58.85,1941,25.650309_-100.278294
