timestamp,voltage_V,current_A,power_W,pf,freq_Hz,energy_Wh
2026-04-30 14:09:56,0.0,24.92,2063,0.66,58.87,1259
2026-04-30 14:45:04,0.0,150.97,17502,0.99,58.87,1293
2026-04-30 15:41:58,0.0,34.06,3205,0.78,58.84,1347
2026-04-30 16:36:24,0.0,34.79,4044,0.97,58.85,1378
2026-04-30 17:33:24,0.0,35.49,3419,0.8,58.81,1413
2026-04-30 19:24:38,0.0,29.57,2687,0.74,58.84,1476
2026-04-30 23:04:16,0.0,43.26,4367,0.81,58.84,1649
2026-05-01 01:33:57,0.0,35.05,3639,0.83,58.87,1771
2026-05-01 03:19:04,0.0,23.77,1949,0.65,58.85,1809
2026-05-01 04:48:50,0.0,21.57,1827,0.66,58.82,1836
2026-05-01 05:46:54,0.0,22.44,1860,0.65,58.82,1851
2026-05-01 06:44:29,0.0,23.19,1895,0.64,58.84,1871
2026-05-01 08:08:48,0.0,23.83,2119,0.7,58.82,1898
2026-05-01 09:14:33,0.0,21.74,2002,0.72,58.84,1919
2026-05-01 10:12:16,0.0,20.84,1935,0.72,58.85,1941
2026-05-01 11:14:37,0.0,26.31,2690,0.81,58.85,1969
2026-05-01 12:13:29,0.0,22.69,2075,0.72,58.84,1993
2026-05-01 13:40:37,0.0,157.29,19103,0.99,58.87,2053
2026-05-01 14:33:32,0.0,27.24,2448,0.73,58.84,2086
2026-05-01 15:30:38,0.0,28.98,2728,0.75,58.82,2120
2026-05-01 16:27:58,0.0,32.91,3434,0.83,58.79,2150
2026-05-01 17:28:19,0.0,161.96,19508,0.99,58.84,2204
2026-05-01 19:12:29,0.0,33.54,4105,0.97,58.81,2286
2026-05-01 22:28:12,0.0,27.25,2681,0.77,58.82,2387
2026-05-02 00:26:15,0.0,27.66,2814,0.79,58.81,2440
2026-05-02 02:07:19,0.0,15.72,1814,0.89,58.82,2520
2026-05-02 03:19:33,0.0,29.17,3137,0.83,58.79,2554
2026-05-02 04:14:09,0.0,30.08,3263,0.84,58.82,2580
2026-05-02 05:08:22,0.0,28.25,3036,0.83,58.79,2609
2026-05-02 05:56:57,0.0,27.91,3018,0.84,58.82,2632
2026-05-02 07:15:06,0.0,27.53,2991,0.84,58.78,2674
2026-05-02 08:15:48,0.0,26.9,2953,0.85,58.81,2703
2026-05-02 09:07:57,0.0,21.05,1916,0.7,58.81,2727
2026-05-02 09:59:39,0.0,21.35,1985,0.72,58.82,2743
2026-05-02 11:00:16,0.0,21.24,1926,0.7,58.84,2761
2026-05-02 11:53:48,0.0,19.59,1789,0.71,58.82,2778
2026-05-02 12:45:43,0.0,5.33,423,0.62,58.79,2796
2026-05-02 13:43:53,0.0,107.23,13265,0.98,58.79,2816
2026-05-02 14:26:15,0.0,20.31,1637,0.63,58.78,2828
2026-05-02 15:08:19,0.0,18.96,1529,0.63,58.78,2840
2026-05-02 15:57:36,0.0,21.35,1813,0.67,58.79,2849
2026-05-02 16:47:20,0.0,21.86,1784,0.64,58.76,2862
2026-05-02 17:30:26,0.0,22.57,1897,0.66,58.81,2874
2026-05-02 18:11:10,0.0,22.63,1975,0.68,58.84,2889
2026-05-02 22:11:41,0.0,22.87,2043,0.69,58.82,3000
2026-05-03 00:40:56,0.0,24.31,2221,0.7,58.82,3056
2026-05-03 02:25:54,0.0,22.06,2121,0.74,58.78,3097
2026-05-03 03:47:35,0.0,24.91,2591,0.8,58.79,3120
2026-05-03 04:40:23,0.0,21.77,2286,0.81,58.79,3138
2026-05-03 05:27:16,0.0,30.67,3867,0.98,58.82,3154
2026-05-03 06:07:08,0.0,22.6,2366,0.81,58.79,3172
2026-05-03 07:45:40,0.0,20.96,2227,0.82,58.81,3209
2026-05-03 08:36:50,0.0,18.13,1757,0.75,58.76,3224
2026-05-03 09:27:53,0.0,52.97,6148,0.91,58.76,3240
2026-05-03 10:10:22,0.0,9.86,1070,0.83,58.82,3259
2026-05-03 11:07:38,0.0,22.76,2170,0.74,58.84,3280
2026-05-03 12:00:43,0.0,24.02,2382,0.77,58.81,3301
2026-05-03 13:12:47,0.0,22.53,2341,0.8,58.84,3339
2026-05-03 14:00:35,0.0,31.3,3919,0.97,58.82,3361
2026-05-03 14:56:41,0.0,24.52,2102,0.67,58.78,3397
2026-05-03 15:42:22,0.0,20.29,1701,0.65,58.79,3418
2026-05-03 16:24:46,0.0,19.79,1608,0.63,58.78,3432
2026-05-03 17:09:56,0.0,18.52,1485,0.62,58.85,3443
2026-05-03 18:02:45,0.0,19.68,1605,0.64,58.87,3461
2026-05-03 22:03:01,0.0,34.46,3646,0.83,58.81,3595
2026-05-04 00:49:21,0.0,24.27,2277,0.73,58.82,3690
2026-05-04 03:09:05,0.0,23.61,2225,0.73,58.85,3744
2026-05-04 05:17:05,0.0,22.15,2071,0.73,58.82,3794
2026-05-04 06:59:14,0.0,22.74,2162,0.74,58.81,3831
2026-05-04 09:12:55,0.0,20.19,1852,0.72,58.82,3876
2026-05-04 11:02:39,0.0,15.8,1242,0.62,58.79,3899
2026-05-04 12:25:24,0.0,19.51,1555,0.63,58.85,3919
2026-05-04 14:02:04,0.0,7.6,683,0.71,58.87,3938
2026-05-04 15:16:51,0.0,23.19,2041,0.71,58.81,3953
2026-05-04 16:16:47,0.0,11.92,1351,0.91,58.84,3979
2026-05-04 17:13:25,0.0,24.68,2515,0.82,58.82,4000
2026-05-04 18:10:00,0.0,154.88,18482,0.99,58.82,4050
