timestamp,voltage_V,current_A,power_W,pf,freq_Hz,energy_Wh
2026-04-30 14:09:56,0.0,24.92,2063,0.66,58.87,1259
2026-04-30 14:45:04,0.0,150.97,17502,0.99,58.87,1293
2026-04-30 15:41:58,0.0,34.06,3205,0.78,58.84,1347
2026-04-30 16:36:24,0.0,34.79,4044,0.97,58.85,1378
2026-04-30 17:33:24,0.0,35.49,3419,0.8,58.81,1413
2026-04-30 19:24:38,0.0,29.57,2687,0.74,58.84,1476
2026-04-30 23:04:16,0.0,43.26,4367,0.81,58.84,1649
2026-05-01 01:33:57,0.0,35.05,3639,0.83,58.87,1771
2026-05-01 03:19:04,0.0,23.77,1949,0.65,58.85,1809
2026-05-01 04:48:50,0.0,21.57,1827,0.66,58.82,1836
2026-05-01 05:46:54,0.0,22.44,1860,0.65,58.82,1851
2026-05-01 06:44:29,0.0,23.19,1895,0.64,58.84,1871
2026-05-01 08:08:48,0.0,23.83,2119,0.7,58.82,1898
2026-05-01 09:14:33,0.0,21.74,2002,0.72,58.84,1919
2026-05-01 10:12:16,0.0,20.84,1935,0.72,58.85,1941
2026-05-01 11:14:37,0.0,26.31,2690,0.81,58.85,1969
2026-05-01 12:13:29,0.0,22.69,2075,0.72,58.84,1993
2026-05-01 13:40:37,0.0,157.29,19103,0.99,58.87,2053
2026-05-01 14:33:32,0.0,27.24,2448,0.73,58.84,2086
2026-05-01 15:30:38,0.0,28.98,2728,0.75,58.82,2120
2026-05-01 16:27:58,0.0,32.91,3434,0.83,58.79,2150
2026-05-01 17:28:19,0.0,161.96,19508,0.99,58.84,2204
2026-05-01 19:12:29,0.0,33.54,4105,0.97,58.81,2286
2026-05-01 22:28:12,0.0,27.25,2681,0.77,58.82,2387
2026-05-02 00:26:15,0.0,27.66,2814,0.79,58.81,2440
2026-05-02 02:07:19,0.0,15.72,1814,0.89,58.82,2520
2026-05-02 03:19:33,0.0,29.17,3137,0.83,58.79,2554
2026-05-02 04:14:09,0.0,30.08,3263,0.84,58.82,2580
2026-05-02 05:08:22,0.0,28.25,3036,0.83,58.79,2609
2026-05-02 05:56:57,0.0,27.91,3018,0.84,58.82,2632
2026-05-02 07:15:06,0.0,27.53,2991,0.84,58.78,2674
2026-05-02 08:15:48,0.0,26.9,2953,0.85,58.81,2703
2026-05-02 09:07:57,0.0,21.05,1916,0.7,58.81,2727
2026-05-02 09:59:39,0.0,21.35,1985,0.72,58.82,2743
2026-05-02 11:00:16,0.0,21.24,1926,0.7,58.84,2761
2026-05-02 11:53:48,0.0,19.59,1789,0.71,58.82,2778
2026-05-02 12:45:43,0.0,5.33,423,0.62,58.79,2796
2026-05-02 13:43:53,0.0,107.23,13265,0.98,58.79,2816
2026-05-02 14:26:15,0.0,20.31,1637,0.63,58.78,2828
2026-05-02 15:08:19,0.0,18.96,1529,0.63,58.78,2840
2026-05-02 15:57:36,0.0,21.35,1813,0.67,58.79,2849
2026-05-02 16:47:20,0.0,21.86,1784,0.64,58.76,2862
