timestamp,voltage_V,current_A,power_W,pf,freq_Hz,energy_Wh
2026-04-30 14:09:56,0.0,16.99,1349,0.64,59.04,465
2026-04-30 14:45:04,0.0,14.79,1163,0.64,59.02,473
2026-04-30 15:41:58,0.0,15.37,1201,0.64,59.01,483
2026-04-30 16:36:24,0.0,17.62,1357,0.63,58.99,492
2026-04-30 17:33:24,0.0,17.28,1353,0.64,58.98,502
2026-04-30 19:24:38,0.0,11.53,1092,0.76,58.99,522
2026-04-30 23:04:16,0.0,17.52,1761,0.81,59.01,628
2026-05-01 01:33:57,0.0,17.89,1581,0.71,59.04,666
2026-05-01 03:19:04,0.0,9.29,865,0.75,59.04,690
2026-05-01 04:48:50,0.0,17.82,1628,0.73,59.01,709
2026-05-01 05:46:54,0.0,25.41,2490,0.78,59.01,732
2026-05-01 06:44:29,0.0,16.58,1603,0.76,59.01,750
2026-05-01 08:08:48,0.0,31.62,3616,0.91,59.01,797
2026-05-01 09:14:33,0.0,24.77,2390,0.76,59.01,829
2026-05-01 10:12:16,0.0,10.99,902,0.64,59.01,845
