timestamp
2026-04-22 12:29:25
2026-04-22 12:30:26
2026-04-22 12:38:54
2026-04-22 14:26:51
2026-04-22 14:35:17
2026-04-22 14:38:08
2026-04-22 14:48:39,9651,REVERSE,False,FORWARD,10460,5153,4377,4693,3431,86,5882,1348,8287,9204,809,1000,1000,1000,1000,False,84,1000,1000,1000,1000,False,1000,1000,10,9846,7808
2026-04-22 15:06:44,5062,REVERSE,False,FORWARD,5206,5153,4398,4716,3431,81,5881,1341,4611,4896,144,1000,1000,1000,1000,False,79,1000,1000,1000,1000,False,1000,1000,10,9869,7829
2026-04-22 15:19:38,3162,REVERSE,False,FORWARD,4030,5153,4407,4727,3431,72,5884,1339,3231,3981,868,1000,1000,1000,1000,False,75,1000,1000,1000,1000,False,1000,1000,10,9880,7838
2026-04-22 15:32:14,2673,REVERSE,False,FORWARD,3324,5153,4416,4738,3431,69,5882,1337,2855,3412,651,1000,1000,1000,1000,False,72,1000,1000,1000,1000,False,1000,1000,10,9891,7847
2026-04-22 16:26:03,3174,REVERSE,False,FORWARD,3179,5153,4475,4800,3431,74,5884,1342,3159,3465,5,1000,1000,1000,1000,False,68,1000,1000,1000,1000,False,1000,1000,10,9953,7906
2026-04-22 17:25:05,1100,REVERSE,False,FORWARD,1607,5153,4500,4826,3431,45,5878,1339,1806,2065,507,1000,1000,1000,1000,False,58,1000,1000,1000,1000,False,1000,1000,10,9979,7931
2026-04-22 18:08:41,652,FORWARD,False,REVERSE,58,5154,4504,4833,3431,34,5881,1335,1411,1120,594,1000,1000,1000,1000,False,3,1000,1000,1000,1000,False,1000,1000,10,9987,7935
2026-04-22 21:45:20,3554,FORWARD,False,REVERSE,1636,5257,4504,4833,3480,78,5882,1348,3347,1833,1918,1000,1000,1000,1000,False,66,1000,1000,1000,1000,False,1000,1000,10,10090,7984
2026-04-22 23:55:53,1151,REVERSE,False,REVERSE,1482,5302,4511,4833,3521,19,5881,1356,4249,1860,-2633,1000,1000,1000,1000,False,58,1000,1000,1000,1000,False,1000,1000,10,10135,8032
2026-04-23 01:50:10,2018,FORWARD,False,REVERSE,1410,5325,4519,4833,3547,73,5879,1356,2030,1821,608,1000,1000,1000,1000,False,57,1000,1000,1000,1000,False,1000,1000,10,10158,8066
2026-04-23 03:15:56,2237,FORWARD,False,REVERSE,1412,5361,4519,4833,3567,72,5881,1357,2262,1820,825,1000,1000,1000,1000,False,57,1000,1000,1000,1000,False,1000,1000,10,10194,8086
2026-04-23 04:50:43,2255,FORWARD,False,REVERSE,1404,5395,4519,4833,3589,77,5879,1359,2136,1819,851,1000,1000,1000,1000,False,56,1000,1000,1000,1000,False,1000,1000,10,10228,8108
2026-04-23 05:50:26,2100,FORWARD,False,REVERSE,1407,5414,4519,4833,3604,72,5881,1353,2146,1819,693,1000,1000,1000,1000,False,57,1000,1000,1000,1000,False,1000,1000,10,10247,8123
2026-04-23 06:51:45,1512,FORWARD,False,REVERSE,696,5432,4519,4833,3618,58,5884,1354,1917,1278,816,1000,1000,1000,1000,False,40,1000,1000,1000,1000,False,1000,1000,10,10265,8137
