timestamp,forward_energy_total,reverse_energy_total,power_total,forward_energy_1,forward_energy_2,reverse_energy_1,reverse_energy_2,cur_voltage,current_a,current_b,power_a,power_b,power_factor_a,power_factor_b,power_setting_a,power_setting_b,power_alarm_a,power_alarm_b,forward_energy_a_hour,forward_energy_b_hour,forward_energy_total_hour,reverse_energy_a_hour,reverse_energy_b_hour,reverse_energy_total_hour,forward_energy_a,reverse_energy_a,forward_energy_b,reverse_energy_b,voltage_calibration,current_a_calibration,current_b_calibration,power_a_calibration,power_b_calibration
2026-05-18 10:33:13,15967,0,2047,4203,657,0,0,1231,1312,483,1550,497,94,94,500,500,False,False,3,1,4,0,0,0,13534,0,2433,0,0,0,0,0,0
2026-05-18 12:14:38,16004,0,2601,4231,666,0,0,1219,1560,807,1849,752,97,76,500,500,False,False,3,1,4,0,0,0,13562,0,2442,0,0,0,0,0,0
2026-05-18 14:05:10,16038,0,2164,4254,677,0,0,1232,1382,481,1667,497,97,83,500,500,False,False,0,0,0,0,0,0,13585,0,2453,0,0,0,0,0,0
2026-05-18 15:41:22,16079,0,3023,4287,685,0,0,1221,2304,359,2691,332,95,75,500,500,False,False,4,1,5,0,0,0,13618,0,2461,0,0,0,0,0,0
2026-05-18 17:02:36,16141,0,5019,4344,690,0,0,1227,3602,707,4314,705,97,81,500,500,False,False,7,1,8,0,0,0,13675,0,2466,0,0,0,0,0,0
2026-05-18 19:25:58,16286,0,4827,4474,705,0,0,1249,3476,527,4267,560,95,95,500,500,False,False,7,1,8,0,0,0,13805,0,2481,0,0,0,0,0,0
2026-05-18 23:49:10,16823,0,10326,4836,880,0,0,1255,11202,420,9884,442,70,83,500,500,True,False,26,12,38,0,0,0,14167,0,2656,0,0,0,0,0,0
2026-05-19 03:44:04,17476,0,21974,5368,1001,0,0,1281,17693,289,21773,201,95,54,500,500,True,False,34,7,41,0,0,0,14699,0,2777,0,0,0,0,0,0
2026-05-19 06:39:49,18005,0,3062,5846,1052,0,0,1266,1645,1108,2007,1055,96,75,500,500,False,False,14,1,15,0,0,0,15177,0,2828,0,0,0,0,0,0
2026-05-19 09:00:51,18060,0,2115,5889,1064,0,0,1238,1392,388,1691,424,98,98,500,500,False,False,4,1,5,0,0,0,15220,0,2840,0,0,0,0,0,0
2026-05-19 09:27:18,18068,0,1640,5896,1065,0,0,1236,1317,45,1594,46,97,83,500,500,False,False,3,0,3,0,0,0,15227,0,2841,0,0,0,0,0,0
2026-05-19 10:03:17,18096,0,2061,5922,1067,0,0,1233,1370,386,1644,417,87,87,500,500,False,False,6,0,6,0,0,0,15253,0,2843,0,0,0,0,0,0
2026-05-19 12:17:56,18175,0,1922,5990,1078,0,0,1236,1247,385,1503,419,98,98,500,500,False,False,3,0,3,0,0,0,15321,0,2854,0,0,0,0,0,0
2026-05-19 14:08:34,18201,0,1966,6009,1085,0,0,1237,1280,383,1550,416,98,98,500,500,False,False,1,1,2,0,0,0,15340,0,2861,0,0,0,0,0,0
2026-05-19 15:48:56,18235,0,2130,6036,1092,0,0,1236,1412,385,1712,418,98,98,500,500,False,False,3,1,4,0,0,0,15367,0,2868,0,0,0,0,0,0
2026-05-19 17:02:39,18259,0,1869,6055,1097,0,0,1234,1203,384,1453,416,98,98,500,500,False,False,3,1,4,0,0,0,15386,0,2873,0,0,0,0,0,0
2026-05-19 19:27:10,18372,0,3610,6156,1109,0,0,1265,2149,995,2616,994,96,78,500,500,False,False,6,1,7,0,0,0,15487,0,2885,0,0,0,0,0,0
2026-05-19 23:50:19,18787,0,17945,6420,1260,0,0,1250,8229,6650,9910,8035,87,87,500,500,True,True,11,8,19,0,0,0,15751,0,3036,0,0,0,0,0,0
2026-05-20 03:35:35,19394,0,14258,6908,1379,0,0,1277,10801,940,13251,1007,87,87,500,500,True,False,24,4,28,0,0,0,16239,0,3155,0,0,0,0,0,0
2026-05-20 06:10:37,19629,0,3377,7108,1414,0,0,1270,1876,1176,2256,1121,94,74,500,500,False,False,3,2,5,0,0,0,16439,0,3190,0,0,0,0,0,0
2026-05-20 10:00:31,19706,0,2180,7160,1439,0,0,1242,1393,472,1666,514,96,96,500,500,False,False,1,1,2,0,0,0,16491,0,3215,0,0,0,0,0,0
2026-05-20 12:28:08,19751,0,2140,7194,1450,0,0,1242,1412,385,1719,421,98,98,500,500,False,False,3,1,4,0,0,0,16525,0,3226,0,0,0,0,0,0
2026-05-20 14:38:23,19799,0,2232,7232,1460,0,0,1235,1257,720,1518,714,97,80,500,500,False,False,2,0,2,0,0,0,16563,0,3236,0,0,0,0,0,0
2026-05-20 16:15:14,19845,0,4348,7271,1467,0,0,1239,3338,411,3969,379,95,74,500,500,False,False,7,1,8,0,0,0,16602,0,3243,0,0,0,0,0,0
2026-05-20 17:42:12,19903,0,2776,7323,1473,0,0,1255,1886,558,2290,486,96,69,500,500,False,False,4,0,4,0,0,0,16654,0,3249,0,0,0,0,0,0
2026-05-20 21:45:42,20112,0,8422,7504,1501,0,0,1276,8052,848,7564,858,80,80,500,500,True,False,13,1,14,0,0,0,16835,0,3277,0,0,0,0,0,0
2026-05-21 01:54:38,20355,0,2587,7731,1517,0,0,1276,2055,48,2536,51,96,82,500,500,False,False,8,0,8,0,0,0,17062,0,3293,0,0,0,0,0,0
2026-05-21 05:26:48,20493,0,1369,7867,1519,0,0,1275,975,184,1198,171,96,72,500,500,False,False,6,1,7,0,0,0,17198,0,3295,0,0,0,0,0,0
2026-05-21 08:25:39,20567,0,2194,7933,1527,0,0,1259,1434,379,1774,420,97,97,500,500,False,False,3,0,3,0,0,0,17264,0,3303,0,0,0,0,0,0
2026-05-21 11:19:48,20632,0,1936,7985,1540,0,0,1245,1247,384,1516,420,98,98,500,500,False,False,2,1,3,0,0,0,17316,0,3316,0,0,0,0,0,0
2026-05-21 13:22:59,20665,0,731,8006,1552,0,0,1241,384,546,174,557,36,82,500,500,False,False,0,1,1,0,0,0,17337,0,3328,0,0,0,0,0,0
2026-05-21 15:16:33,20702,0,2428,8033,1562,0,0,1236,1505,576,1827,601,98,84,500,500,False,False,3,1,4,0,0,0,17364,0,3338,0,0,0,0,0,0
2026-05-21 16:45:22,20743,0,2163,8064,1572,0,0,1241,1307,754,1407,756,91,91,500,500,False,False,4,1,5,0,0,0,17395,0,3348,0,0,0,0,0,0
2026-05-21 18:02:55,20794,0,4719,8107,1580,0,0,1258,3431,431,4239,480,97,97,500,500,False,False,8,1,9,0,0,0,17438,0,3356,0,0,0,0,0,0
2026-05-21 22:39:00,20974,0,2419,8263,1604,0,0,1270,1488,518,1859,560,88,88,500,500,False,False,3,1,4,0,0,0,17594,0,3380,0,0,0,0,0,0
2026-05-22 02:02:30,21178,0,3046,8401,1670,0,0,1278,2291,309,2782,264,95,66,500,500,False,False,9,6,15,0,0,0,17732,0,3446,0,0,0,0,0,0
2026-05-22 05:20:57,21342,0,2890,8523,1712,0,0,1284,2250,111,2777,113,96,79,500,500,False,False,10,7,17,0,0,0,17854,0,3488,0,0,0,0,0,0
2026-05-22 07:59:00,21396,0,626,8566,1723,0,0,1267,419,376,207,419,38,87,500,500,False,False,1,1,2,0,0,0,17897,0,3499,0,0,0,0,0,0
2026-05-22 10:32:49,21436,0,1914,8595,1734,0,0,1236,1212,477,1398,516,97,97,500,500,False,False,2,1,3,0,0,0,17926,0,3510,0,0,0,0,0,0
2026-05-22 12:21:08,21466,0,623,8616,1743,0,0,1231,418,389,203,420,39,87,500,500,False,False,2,1,3,0,0,0,17947,0,3519,0,0,0,0,0,0
2026-05-22 14:24:21,21501,0,2190,8642,1752,0,0,1232,1469,387,1772,418,98,98,500,500,False,False,3,1,4,0,0,0,17973,0,3528,0,0,0,0,0,0
2026-05-22 15:46:23,21540,0,3856,8674,1759,0,0,1225,2792,537,3278,578,95,95,500,500,False,False,5,1,6,0,0,0,18005,0,3535,0,0,0,0,0,0
