latitud;longitud;timestamp;day;month;year;hour;minute;voltage_V_A;current_A_A;power_W_A;pf_A;freq_Hz_A;energy_Wh_A;voltage_V_B;current_A_B;power_W_B;pf_B;freq_Hz_B;energy_Wh_B
25,664247;-100,293495;30/4/2026 14:09;30;4;2026;14;9;126,3;29,14;3110;0,84;58,99;2218;0;21,62;1294;0,47;58,99;1901
25,664247;-100,293495;30/4/2026 14:45;30;4;2026;14;45;126,3;29,14;3110;0,84;58,99;2218;0;21,62;1294;0,47;58,99;1901
25,664247;-100,293495;30/4/2026 15:41;30;4;2026;15;41;126,3;29,14;3110;0,84;58,99;2218;0;21,62;1294;0,47;58,99;1901
25,664247;-100,293495;30/4/2026 16:36;30;4;2026;16;36;126,3;29,14;3110;0,84;58,99;2218;0;21,62;1294;0,47;58,99;1901
25,664247;-100,293495;30/4/2026 17:33;30;4;2026;17;33;126,3;29,14;3110;0,84;58,99;2218;0;21,62;1294;0,47;58,99;1901
25,664247;-100,293495;30/4/2026 19:24;30;4;2026;19;24;126,3;29,14;3110;0,84;58,99;2218;0;21,62;1294;0,47;58,99;1901
25,664247;-100,293495;30/4/2026 23:04;30;4;2026;23;4;126,3;29,14;3110;0,84;58,99;2218;0;21,62;1294;0,47;58,99;1901
25,664247;-100,293495;1/5/2026 1:33;1;5;2026;1;33;126,3;29,14;3110;0,84;58,99;2218;0;21,62;1294;0,47;58,99;1901
25,664247;-100,293495;1/5/2026 3:19;1;5;2026;3;19;126,3;29,14;3110;0,84;58,99;2218;0;21,62;1294;0,47;58,99;1901
25,664247;-100,293495;1/5/2026 4:48;1;5;2026;4;48;126,3;29,14;3110;0,84;58,99;2218;0;21,62;1294;0,47;58,99;1901
25,664247;-100,293495;1/5/2026 5:46;1;5;2026;5;46;126,3;29,14;3110;0,84;58,99;2218;0;21,62;1294;0,47;58,99;1901
25,664247;-100,293495;1/5/2026 6:44;1;5;2026;6;44;126,3;29,14;3110;0,84;58,99;2218;0;21,62;1294;0,47;58,99;1901
25,664247;-100,293495;1/5/2026 8:08;1;5;2026;8;8;126,3;29,14;3110;0,84;58,99;2218;0;21,62;1294;0,47;58,99;1901
25,664247;-100,293495;1/5/2026 9:14;1;5;2026;9;14;126,3;29,14;3110;0,84;58,99;2218;0;21,62;1294;0,47;58,99;1901
25,664247;-100,293495;1/5/2026 10:12;1;5;2026;10;12;126,3;29,14;3110;0,84;58,99;2218;0;21,62;1294;0,47;58,99;1901
25,664247;-100,293495;1/5/2026 11:14;1;5;2026;11;14;126,3;29,14;3110;0,84;58,99;2218;0;21,62;1294;0,47;58,99;1901
25,664247;-100,293495;1/5/2026 12:13;1;5;2026;12;13;126,3;29,14;3110;0,84;58,99;2218;0;21,62;1294;0,47;58,99;1901
25,664247;-100,293495;1/5/2026 13:40;1;5;2026;13;40;126,3;29,14;3110;0,84;58,99;2218;0;21,62;1294;0,47;58,99;1901
