latitud,longitud,timestamp,day,month,year,hour,minute,voltage_V_A,current_A_A,power_W_A,pf_A,freq_Hz_A,energy_Wh_A,voltage_V_B,current_A_B,power_W_B,pf_B,freq_Hz_B,energy_Wh_B,id_punto
25.649652,-100.294446,2026-05-12 14:40:00,12,5,2026,14,40,121.7,0.0,0.0,1.0,58.92,39140,0,0.0,0.0,1.0,58.92,40940,25.649652_-100.294446
25.649652,-100.294446,2026-05-12 14:46:00,12,5,2026,14,46,121.4,0.0,0.0,1.0,58.9,39140,0,0.051,3.0,0.49,58.9,40940,25.649652_-100.294446
25.649652,-100.294446,2026-05-12 16:12:00,12,5,2026,16,12,120.5,5.4,628.6,0.96,58.92,39200,0,5.524,653.7,0.98,58.92,41010,25.649652_-100.294446
25.649652,-100.294446,2026-05-12 17:31:00,12,5,2026,17,31,120.4,5.155,600.5,0.96,58.9,40150,0,5.267,623.3,0.98,58.9,41990,25.649652_-100.294446
25.649652,-100.294446,2026-05-12 19:26:00,12,5,2026,19,26,120.8,5.041,586.4,0.96,58.85,41160,0,5.152,610.7,0.97,58.85,43040,25.649652_-100.294446
25.649652,-100.294446,2026-05-12 23:33:00,12,5,2026,23,33,123.5,3.404,400.5,0.95,58.87,43680,0,3.48,416.4,0.96,58.87,45640,25.649652_-100.294446
25.649652,-100.294446,2026-05-13 02:21:00,13,5,2026,2,21,124.6,3.168,379.8,0.96,58.87,44340,0,3.242,393.6,0.97,58.87,46320,25.649652_-100.294446
25.649652,-100.294446,2026-05-13 05:14:00,13,5,2026,5,14,126.2,0.0,0.0,1.0,58.82,44400,0,0.051,3.8,0.58,58.82,46390,25.649652_-100.294446
25.649652,-100.294446,2026-05-13 07:32:00,13,5,2026,7,32,125.0,0.0,0.0,1.0,58.88,44400,0,0.05,3.5,0.55,58.88,46400,25.649652_-100.294446
25.649652,-100.294446,2026-05-13 10:08:00,13,5,2026,10,8,123.1,0.0,0.0,1.0,58.87,44400,0,0.051,3.6,0.58,58.87,46400,25.649652_-100.294446
25.649652,-100.294446,2026-05-13 12:19:00,13,5,2026,12,19,121.9,0.0,0.0,1.0,58.93,44400,0,0.051,3.5,0.56,58.93,46410,25.649652_-100.294446
