latitud,longitud,timestamp,day,month,year,hour,minute,voltage_V_A,current_A_A,power_W_A,pf_A,freq_Hz_A,energy_Wh_A,voltage_V_B,current_A_B,power_W_B,pf_B,freq_Hz_B,energy_Wh_B,id_punto
25.657299,-100.293267,2026-04-30 14:09:00,30,4,2026,14,9,118.9,78.91,8835,0.94,59.04,781,0,81.3,8914,0.92,59.04,597,25.657299_-100.293267
25.657299,-100.293267,2026-04-30 14:45:00,30,4,2026,14,45,119.3,16.26,1274,0.65,59.04,820,0,14.99,747,0.41,59.04,634,25.657299_-100.293267
25.657299,-100.293267,2026-04-30 15:41:00,30,4,2026,15,41,118.5,16.13,1240,0.64,58.99,836,0,12.26,382,0.26,58.99,638,25.657299_-100.293267
25.657299,-100.293267,2026-04-30 16:36:00,30,4,2026,16,36,118.5,15.86,1172,0.62,58.99,847,0,11.99,325,0.22,58.99,642,25.657299_-100.293267
25.657299,-100.293267,2026-04-30 17:33:00,30,4,2026,17,33,119.3,15.78,1183,0.62,58.96,859,0,12.72,454,0.29,58.96,646,25.657299_-100.293267
25.657299,-100.293267,2026-04-30 19:24:00,30,4,2026,19,24,120.3,16.15,966,0.49,58.98,877,0,22.34,2218,0.82,58.98,652,25.657299_-100.293267
25.657299,-100.293267,2026-04-30 23:04:00,30,4,2026,23,4,122.5,22.4,2066,0.75,59.01,1174,0,14.62,853,0.47,59.01,891,25.657299_-100.293267
25.657299,-100.293267,2026-05-01 01:33:00,1,5,2026,1,33,122.8,13.72,479,0.28,59.04,1212,0,80.58,9632,0.97,59.04,920,25.657299_-100.293267
25.657299,-100.293267,2026-05-01 03:19:00,1,5,2026,3,19,124.2,17.31,1373,0.63,59.02,1234,0,11.75,242,0.16,59.02,963,25.657299_-100.293267
25.657299,-100.293267,2026-05-01 04:48:00,1,5,2026,4,48,125.3,17.38,1403,0.64,59.01,1248,0,11.83,249,0.16,59.01,967,25.657299_-100.293267
25.657299,-100.293267,2026-05-01 05:46:00,1,5,2026,5,46,125.7,17.53,1180,0.53,58.99,1258,0,12.28,321,0.2,58.99,969,25.657299_-100.293267
25.657299,-100.293267,2026-05-01 06:44:00,1,5,2026,6,44,125.8,18.44,1579,0.67,58.99,1284,0,11.8,235,0.15,58.99,972,25.657299_-100.293267
