latitud,longitud,timestamp,day,month,year,hour,minute,voltage_V_A,current_A_A,power_W_A,pf_A,freq_Hz_A,energy_Wh_A,voltage_V_B,current_A_B,power_W_B,pf_B,freq_Hz_B,energy_Wh_B,id_punto
25.650767,-100.278048,2026-05-19 09:27:00,19,5,2026,9,27,126.3,4.513,561.7,0.98,59.07,12710,0,4.712,587.0,0.98,59.07,10570,25.650767_-100.278048
25.650767,-100.278048,2026-05-19 10:03:00,19,5,2026,10,3,124.5,1.367,51.8,0.3,59.09,12830,0,0.0,0.0,1.0,59.09,10670,25.650767_-100.278048
25.650767,-100.278048,2026-05-19 12:17:00,19,5,2026,12,17,125.8,6.611,805.4,0.96,59.06,13720,0,4.803,598.9,0.99,59.06,11270,25.650767_-100.278048
25.650767,-100.278048,2026-05-19 14:08:00,19,5,2026,14,8,126.3,1.7,81.3,0.37,59.07,15310,0,4.544,389.1,0.67,59.07,13230,25.650767_-100.278048
25.650767,-100.278048,2026-05-19 15:48:00,19,5,2026,15,48,126.8,2.35,162.3,0.54,59.09,15520,0,3.946,309.7,0.61,59.09,13540,25.650767_-100.278048
25.650767,-100.278048,2026-05-19 17:02:00,19,5,2026,17,2,126.5,1.837,100.4,0.43,59.07,15660,0,1.051,27.1,0.2,59.07,14090,25.650767_-100.278048
25.650767,-100.278048,2026-05-19 19:27:00,19,5,2026,19,27,127.0,5.283,649.1,0.96,59.12,16830,0,4.672,586.7,0.98,59.12,14760,25.650767_-100.278048
25.650767,-100.278048,2026-05-19 23:50:00,19,5,2026,23,50,125.7,3.827,413.1,0.85,59.07,21070,0,2.977,337.2,0.9,59.07,18670,25.650767_-100.278048
25.650767,-100.278048,2026-05-20 03:35:00,20,5,2026,3,35,127.4,5.261,644.4,0.95,59.07,23130,0,4.49,564.6,0.98,59.07,20500,25.650767_-100.278048
25.650767,-100.278048,2026-05-20 06:10:00,20,5,2026,6,10,127.6,1.705,100.5,0.46,59.1,24190,0,0.851,25.0,0.23,59.1,21380,25.650767_-100.278048
25.650767,-100.278048,2026-05-20 10:00:00,20,5,2026,10,0,125.9,4.842,486.6,0.79,59.1,26370,0,3.261,299.6,0.72,59.1,22860,25.650767_-100.278048
25.650767,-100.278048,2026-05-20 12:28:00,20,5,2026,12,28,125.7,2.702,218.7,0.64,59.07,26920,0,0.0,0.0,1.0,59.07,23380,25.650767_-100.278048
25.650767,-100.278048,2026-05-20 14:38:00,20,5,2026,14,38,125.9,3.155,328.7,0.82,59.09,27780,0,1.076,24.2,0.17,59.09,23700,25.650767_-100.278048
25.650767,-100.278048,2026-05-20 16:15:00,20,5,2026,16,15,126.7,1.891,104.1,0.43,59.07,28060,0,0.986,9.5,0.07,59.07,23740,25.650767_-100.278048
25.650767,-100.278048,2026-05-20 17:42:00,20,5,2026,17,42,127.3,2.387,204.5,0.67,59.06,28310,0,1.4,59.9,0.33,59.06,23840,25.650767_-100.278048
25.650767,-100.278048,2026-05-20 21:45:00,20,5,2026,21,45,128.1,4.057,412.9,0.79,59.07,29280,0,3.268,331.1,0.79,59.07,24070,25.650767_-100.278048
25.650767,-100.278048,2026-05-21 01:54:00,21,5,2026,1,54,128.5,3.133,296.9,0.73,59.06,31430,0,3.109,294.4,0.73,59.06,25680,25.650767_-100.278048
25.650767,-100.278048,2026-05-21 05:26:00,21,5,2026,5,26,128.5,1.699,107.6,0.49,59.13,32770,0,0.901,27.2,0.23,59.13,26890,25.650767_-100.278048
25.650767,-100.278048,2026-05-21 08:25:00,21,5,2026,8,25,127.8,3.41,365.5,0.83,59.07,33950,0,7.971,946.8,0.92,59.07,28230,25.650767_-100.278048
25.650767,-100.278048,2026-05-21 11:19:00,21,5,2026,11,19,126.9,2.498,248.9,0.78,59.09,34700,0,6.243,692.6,0.87,59.09,29220,25.650767_-100.278048
25.650767,-100.278048,2026-05-21 13:22:00,21,5,2026,13,22,125.4,1.564,87.0,0.44,59.12,35020,0,2.426,201.2,0.66,59.12,29500,25.650767_-100.278048
25.650767,-100.278048,2026-05-21 15:16:00,21,5,2026,15,16,126.7,1.074,22.6,0.15,59.09,35250,0,11.277,1260.8,0.87,59.09,30330,25.650767_-100.278048
25.650767,-100.278048,2026-05-21 16:45:00,21,5,2026,16,45,126.7,1.045,17.2,0.13,59.07,35360,0,1.61,88.0,0.43,59.07,30650,25.650767_-100.278048
25.650767,-100.278048,2026-05-21 18:02:00,21,5,2026,18,2,127.1,1.141,33.8,0.23,59.1,35460,0,0.0,0.0,1.0,59.1,30670,25.650767_-100.278048
